,Bid,Ask,Open Int,time to maturity (years),log_moneyness,strike,Mid
3721,17.7,18.2,21,0.0547945205479452,-0.024555322243955353,2665,17.95
3723,18.6,19.2,27,0.0547945205479452,-0.022680907449605086,2670,18.9
3725,19.6,20.1,639,0.0547945205479452,-0.020809999513793403,2675,19.85
3727,20.6,21.2,20,0.0547945205479452,-0.01894258533899788,2680,20.9
3729,21.7,22.3,2,0.0547945205479452,-0.01707865190093521,2685,22.0
3731,22.9,23.5,723,0.0547945205479452,-0.015218186248015509,2690,23.2
3733,24.1,24.7,1434,0.0547945205479452,-0.0133611755008028,2695,24.4
3735,25.4,26.1,1790,0.0547945205479452,-0.011507606851479802,2700,25.75
3737,26.9,27.5,234,0.0547945205479452,-0.009657467563318376,2705,27.2
3739,28.4,29.1,710,0.0547945205479452,-0.007810744970153717,2710,28.75
3741,30.0,30.7,303,0.0547945205479452,-0.005967426475864516,2715,30.35
3743,31.7,32.5,1417,0.0547945205479452,-0.004127499553857244,2720,32.1
3745,33.5,34.3,89,0.0547945205479452,-0.0022909517465558244,2725,33.9
3747,35.5,36.3,263,0.0547945205479452,-0.00045777066489488533,2730,35.9
3749,37.4,38.5,223,0.0547945205479452,0.0013720560121813611,2735,37.95
3751,39.7,40.8,463,0.0547945205479452,0.003198540538215551,2740,40.25
3753,42.1,43.2,1121,0.0547945205479452,0.005021695099730731,2745,42.650000000000006
3755,44.5,45.7,683,0.0547945205479452,0.006841531816716784,2750,45.1
3757,47.1,48.4,701,0.0547945205479452,0.008658062743114531,2755,47.75
3759,50.0,51.4,686,0.0547945205479452,0.010471299867295437,2760,50.7
3761,52.9,54.3,230,0.0547945205479452,0.012281255112534788,2765,53.599999999999994
3763,56.0,57.5,304,0.0547945205479452,0.01408794033748388,2770,56.75
3765,59.2,60.9,98,0.0547945205479452,0.01589136733663466,2775,60.05
3767,62.6,64.3,260,0.0547945205479452,0.01769154784078239,2780,63.45
3769,66.2,67.9,574,0.0547945205479452,0.019488493517484117,2785,67.05000000000001
3771,69.9,71.6,273,0.0547945205479452,0.021282215971511115,2790,70.75
3773,73.7,75.5,37,0.0547945205479452,0.023072726745299203,2795,74.6
3775,77.6,79.4,35,0.0547945205479452,0.02486003731939504,2800,78.5
3777,81.7,83.5,31,0.0547945205479452,0.026644159112896304,2805,82.6
3779,85.8,87.6,33,0.0547945205479452,0.028425103483891143,2810,86.69999999999999
3781,90.0,91.9,67,0.0547945205479452,0.03020288172989053,2815,90.95
3783,94.2,96.6,50,0.0547945205479452,0.03197750508825891,2820,95.4
3785,98.5,101.0,30,0.0547945205479452,0.033748984736641036,2825,99.75
3787,102.8,105.4,64,0.0547945205479452,0.03551733179338311,2830,104.1
3789,107.3,109.9,42,0.0547945205479452,0.03728255731795211,2835,108.6
3791,111.9,114.5,35,0.0547945205479452,0.03904467231135147,2840,113.2
3793,116.3,119.0,20,0.0547945205479452,0.04080368771653112,2845,117.65
3795,121.2,123.9,5,0.0547945205479452,0.0425596144187959,2850,122.55000000000001
3797,125.9,128.6,7,0.0547945205479452,0.04431246324621036,2855,127.25
3799,130.5,133.2,9,0.0547945205479452,0.04606224496999791,2860,131.85
3801,135.2,137.9,7,0.0547945205479452,0.047808970304939656,2865,136.55
3803,140.0,142.8,9,0.0547945205479452,0.049552649909766586,2870,141.4
3805,144.7,147.5,22,0.0547945205479452,0.05129329438755048,2875,146.1
3807,149.5,152.3,8,0.0547945205479452,0.05303091428609136,2880,150.9
3809,154.4,157.2,1,0.0547945205479452,0.054765520098299755,2885,155.8
3811,159.2,162.0,10,0.0547945205479452,0.05649712226257753,2890,160.6
3813,164.1,166.9,12,0.0547945205479452,0.058225731163195384,2895,165.5
3815,166.9,176.6,5,0.0547945205479452,0.05995135713066503,2900,171.75
3817,171.8,181.9,0,0.0547945205479452,0.061674010442111314,2905,176.85000000000002
3819,176.7,186.4,12,0.0547945205479452,0.06339370132163799,2910,181.55
3821,181.6,191.3,10,0.0547945205479452,0.06511043994069242,2915,186.45
3823,184.1,197.1,0,0.0547945205479452,0.06682423641842718,2920,190.6
3825,191.5,202.0,0,0.0547945205479452,0.06853510082205669,2925,196.75
3827,196.4,206.1,0,0.0547945205479452,0.07024304316721268,2930,201.25
3829,201.3,211.0,0,0.0547945205479452,0.0719480734182966,2935,206.15
3831,206.3,216.0,0,0.0547945205479452,0.07365020148882694,2940,211.15
3833,211.2,221.8,37,0.0547945205479452,0.07534943724178679,2945,216.5
3835,216.2,226.7,0,0.0547945205479452,0.0770457904899653,2950,221.45
3837,226.0,236.6,0,0.0547945205479452,0.08042988847420579,2960,231.3
3839,236.0,246.5,0,0.0547945205479452,0.08380257295284499,2970,241.25
3841,240.9,250.6,0,0.0547945205479452,0.0854846591358299,2975,245.75
3843,245.9,258.0,0,0.0547945205479452,0.08716392065554977,2980,251.95
3845,255.8,267.9,74,0.0547945205479452,0.0905140075408319,2990,261.85
3847,265.8,277.9,0,0.0547945205479452,0.09385290880634647,3000,271.85
3849,290.6,302.7,0,0.0547945205479452,0.10215171162104154,3025,296.65
3851,315.5,327.6,0,0.0547945205479452,0.11038221075755698,3050,321.55
3853,340.4,352.5,0,0.0547945205479452,0.1185455213967179,3075,346.45
3855,365.2,377.3,0,0.0547945205479452,0.12664273162933723,3100,371.25
3857,390.3,402.4,0,0.0547945205479452,0.13467490332660167,3125,396.35
3859,415.2,427.3,0,0.0547945205479452,0.14264307297577852,3150,421.25
3861,465.1,477.2,0,0.0547945205479452,0.15839142994391764,3200,471.15
3863,515.1,527.2,0,0.0547945205479452,0.17389561647988283,3250,521.1500000000001
3865,565.0,577.1,0,0.0547945205479452,0.1891630886106714,3300,571.05
3867,0.0,0.05,375,0.06027397260273973,-1.515585003627754,600,0.025
3869,0.0,0.05,508,0.06027397260273973,-1.3614343238004956,700,0.025
3871,0.0,0.05,320,0.06027397260273973,-1.227902931175973,800,0.025
3873,0.0,0.05,288,0.06027397260273973,-1.1101198955195895,900,0.025
3875,0.0,0.05,1164,0.06027397260273973,-1.0047593798617633,1000,0.025
3877,0.0,0.05,130704,0.06027397260273973,-0.9094492000574385,1100,0.025
3879,0.0,0.05,2130,0.06027397260273973,-0.8224378230678087,1200,0.025
3881,0.05,0.1,1349,0.06027397260273973,-0.7423951153942722,1300,0.07500000000000001
3883,0.05,0.2,669,0.06027397260273973,-0.6682871432405503,1400,0.125
3885,0.1,0.25,150,0.06027397260273973,-0.5992942717535988,1500,0.175
3887,0.15,0.3,27,0.06027397260273973,-0.5347557506160276,1600,0.22499999999999998
3889,0.2,0.3,352,0.06027397260273973,-0.5039840919492738,1650,0.25
3891,0.25,0.4,63,0.06027397260273973,-0.47413112879959285,1700,0.325
3893,0.35,0.5,32,0.06027397260273973,-0.44514359192634045,1750,0.425
3895,0.45,0.6,783,0.06027397260273973,-0.4169727149596442,1800,0.525
3897,0.5,0.7,425,0.06027397260273973,-0.38957374077152973,1850,0.6
3899,0.6,0.8,188,0.06027397260273973,-0.3629054936893685,1900,0.7
3901,0.7,0.85,57,0.06027397260273973,-0.3369300072861077,1950,0.7749999999999999
3903,0.9,1.0,329,0.06027397260273973,-0.31161219930181794,2000,0.95
3905,0.95,1.1,157,0.06027397260273973,-0.2869195867114464,2050,1.025
3907,1.0,1.2,23,0.06027397260273973,-0.2772107725844855,2070,1.1
3909,1.0,1.2,331,0.06027397260273973,-0.2747982261791016,2075,1.1
3911,1.05,1.2,0,0.06027397260273973,-0.27239148614853664,2080,1.125
3913,1.05,1.25,13,0.06027397260273973,-0.26759531388504354,2090,1.15
3915,1.1,1.3,266,0.06027397260273973,-0.26282203513238594,2100,1.2000000000000002
3917,1.15,1.3,13,0.06027397260273973,-0.25807143237378805,2110,1.225
3919,1.15,1.35,13,0.06027397260273973,-0.2533432911778422,2120,1.25
3921,1.2,1.4,162,0.06027397260273973,-0.25098757748538303,2125,1.2999999999999998
3923,1.2,1.4,1,0.06027397260273973,-0.24863740014042945,2130,1.2999999999999998
3925,1.3,1.5,299,0.06027397260273973,-0.23929153772219178,2150,1.4
3927,1.4,1.6,1500,0.06027397260273973,-0.22773071532111583,2175,1.5
3929,1.5,1.7,179,0.06027397260273973,-0.21857733333462856,2195,1.6
3931,1.5,1.7,355,0.06027397260273973,-0.21630201949749311,2200,1.6
3933,1.55,1.7,0,0.06027397260273973,-0.21403187096295387,2205,1.625
3935,1.55,1.75,42,0.06027397260273973,-0.21176686433210176,2210,1.65
3937,1.6,1.75,26,0.06027397260273973,-0.20950697636466428,2215,1.675
3939,1.6,1.8,75,0.06027397260273973,-0.2072521839775752,2220,1.7000000000000002
3941,1.65,1.8,166,0.06027397260273973,-0.20500246424355964,2225,1.725
3943,1.65,1.85,143,0.06027397260273973,-0.20275779438973582,2230,1.75
3945,1.7,1.9,0,0.06027397260273973,-0.2005181517962311,2235,1.7999999999999998
3947,1.75,1.9,80,0.06027397260273973,-0.1982835139948148,2240,1.825
3949,1.75,1.95,0,0.06027397260273973,-0.19605385866754557,2245,1.85
3951,1.8,1.95,1032,0.06027397260273973,-0.19382916364543445,2250,1.875
3953,1.85,2.0,1039,0.06027397260273973,-0.18939456657756878,2260,1.925
3955,1.9,2.1,41,0.06027397260273973,-0.1849795483684519,2270,2.0
3957,1.95,2.1,248,0.06027397260273973,-0.1827793274588495,2275,2.025
3959,2.0,2.15,111,0.06027397260273973,-0.18058393689541388,2280,2.075
3961,2.0,2.2,50,0.06027397260273973,-0.17839335551559515,2285,2.1
3963,2.05,2.2,130,0.06027397260273973,-0.17620756229561493,2290,2.125
3965,2.1,2.25,0,0.06027397260273973,-0.17402653634925477,2295,2.175
3967,2.1,2.3,3318,0.06027397260273973,-0.17185025692665928,2300,2.2
3969,2.15,2.35,49,0.06027397260273973,-0.16967870341315133,2305,2.25
3971,2.2,2.35,48,0.06027397260273973,-0.16751185532806104,2310,2.2750000000000004
3973,2.2,2.4,26,0.06027397260273973,-0.16534969232356586,2315,2.3
3975,2.25,2.45,206,0.06027397260273973,-0.1631921941835447,2320,2.35
3977,2.3,2.5,74,0.06027397260273973,-0.16103934082244356,2325,2.4
3979,2.35,2.55,135,0.06027397260273973,-0.15889111228415403,2330,2.45
3981,2.4,2.6,100,0.06027397260273973,-0.1567474887409026,2335,2.5
3983,2.45,2.65,122,0.06027397260273973,-0.15460845049215322,2340,2.55
3985,2.5,2.7,10,0.06027397260273973,-0.1524739779635205,2345,2.6
3987,2.5,2.75,4947,0.06027397260273973,-0.15034405170569562,2350,2.625
3989,2.6,2.8,18,0.06027397260273973,-0.1482186523933822,2355,2.7
3991,2.65,2.85,238,0.06027397260273973,-0.14609776082424458,2360,2.75
3993,2.7,2.9,613,0.06027397260273973,-0.1439813579178669,2365,2.8
3995,2.75,2.95,26,0.06027397260273973,-0.1418694247147234,2370,2.85
3997,2.8,3.1,2456,0.06027397260273973,-0.13976194237515874,2375,2.95
3999,2.85,3.1,80,0.06027397260273973,-0.13765889217837995,2380,2.975
4001,2.95,3.2,217,0.06027397260273973,-0.13556025552145864,2385,3.075
4003,3.0,3.2,53,0.06027397260273973,-0.13346601391834392,2390,3.1
4005,3.0,3.3,155,0.06027397260273973,-0.1313761489988847,2395,3.15
4007,3.1,3.4,7103,0.06027397260273973,-0.12929064250786335,2400,3.25
4009,3.2,3.5,178,0.06027397260273973,-0.1272094763040387,2405,3.35
4011,3.2,3.5,2972,0.06027397260273973,-0.1251326323591996,2410,3.35
4013,3.3,3.6,40,0.06027397260273973,-0.12306009275722725,2415,3.45
4015,3.4,3.7,552,0.06027397260273973,-0.12099183969316826,2420,3.55
4017,3.5,3.8,6504,0.06027397260273973,-0.11892785547231668,2425,3.65
4019,3.6,3.9,221,0.06027397260273973,-0.11686812250930614,2430,3.75
4021,3.7,4.0,106,0.06027397260273973,-0.11481262332721015,2435,3.85
4023,3.8,4.1,1342,0.06027397260273973,-0.11276134055665267,2440,3.9499999999999997
4025,3.9,4.2,646,0.06027397260273973,-0.11071425693492785,2445,4.05
4027,4.0,4.3,2692,0.06027397260273973,-0.10867135530512761,2450,4.15
4029,4.1,4.4,101,0.06027397260273973,-0.10663261861527937,2455,4.25
4031,4.2,4.5,4098,0.06027397260273973,-0.10459802991749173,2460,4.35
4033,4.3,4.6,297,0.06027397260273973,-0.10256757236710977,2465,4.449999999999999
4035,4.5,4.8,1912,0.06027397260273973,-0.1005412292218774,2470,4.65
4037,4.6,4.9,2626,0.06027397260273973,-0.09851898384110964,2475,4.75
4039,4.7,5.1,1519,0.06027397260273973,-0.09650081968487237,2480,4.9
4041,4.9,5.2,3781,0.06027397260273973,-0.09448672031317115,2485,5.050000000000001
4043,5.0,5.3,9582,0.06027397260273973,-0.09247666938514698,2490,5.15
4045,5.2,5.5,456,0.06027397260273973,-0.09047065065828128,2495,5.35
4047,5.4,5.7,3619,0.06027397260273973,-0.0884686479876081,2500,5.550000000000001
4049,5.5,5.9,314,0.06027397260273973,-0.08647064532493508,2505,5.7
4051,5.7,6.0,452,0.06027397260273973,-0.08447662671807071,2510,5.85
4053,5.9,6.2,1327,0.06027397260273973,-0.08248657631006073,2515,6.050000000000001
4055,6.1,6.5,1894,0.06027397260273973,-0.08050047833843124,2520,6.3
4057,6.3,6.7,7981,0.06027397260273973,-0.07851831713444006,2525,6.5
4059,6.6,6.9,1832,0.06027397260273973,-0.07654007712233438,2530,6.75
4061,6.8,7.2,255,0.06027397260273973,-0.07456574281861678,2535,7.0
4063,7.0,7.4,143,0.06027397260273973,-0.07259529883131796,2540,7.2
4065,7.3,7.7,2706,0.06027397260273973,-0.07062872985927714,2545,7.5
4067,7.6,7.9,3816,0.06027397260273973,-0.06866602069142846,2550,7.75
4069,7.8,8.3,39,0.06027397260273973,-0.0667071562060955,2555,8.05
4071,8.1,8.6,544,0.06027397260273973,-0.06475212137029207,2560,8.35
4073,8.5,8.8,506,0.06027397260273973,-0.06280090123903036,2565,8.65
4075,8.8,9.2,1149,0.06027397260273973,-0.06085348095463481,2570,9.0
4077,9.1,9.6,1891,0.06027397260273973,-0.0589098457460638,2575,9.35
4079,9.5,9.9,763,0.06027397260273973,-0.05696998092823712,2580,9.7
4081,9.9,10.3,197,0.06027397260273973,-0.05503387190137076,2585,10.100000000000001
4083,10.3,10.7,3103,0.06027397260273973,-0.05310150415031686,2590,10.5
4085,10.7,11.1,176,0.06027397260273973,-0.05117286324391131,2595,10.899999999999999
4087,11.1,11.5,9691,0.06027397260273973,-0.04924793483432682,2600,11.3
4089,11.6,12.0,1091,0.06027397260273973,-0.047326704656432975,2605,11.8
4091,12.1,12.5,3117,0.06027397260273973,-0.0454091585271612,2610,12.3
4093,12.7,13.1,12732,0.06027397260273973,-0.04349528234487705,2615,12.899999999999999
4095,13.2,13.6,459,0.06027397260273973,-0.0415850620887577,2620,13.399999999999999
4097,13.8,14.2,1890,0.06027397260273973,-0.039678483818176145,2625,14.0
4099,14.4,14.8,183,0.06027397260273973,-0.03777553367209006,2630,14.600000000000001
4101,15.0,15.5,3633,0.06027397260273973,-0.035876197868437626,2635,15.25
4103,15.7,16.1,2713,0.06027397260273973,-0.03398046270353839,2640,15.9
4105,16.4,16.9,935,0.06027397260273973,-0.03208831455150051,2645,16.65
4107,17.1,17.7,10518,0.06027397260273973,-0.030199739863632405,2650,17.4
4109,17.9,18.5,3222,0.06027397260273973,-0.028314725167861116,2655,18.2
4111,18.8,19.3,778,0.06027397260273973,-0.026433257068155483,2660,19.05
4113,19.7,20.2,2453,0.06027397260273973,-0.024555322243955353,2665,19.95
4115,20.7,21.2,1484,0.06027397260273973,-0.022680907449605086,2670,20.95
4117,21.6,22.2,4466,0.06027397260273973,-0.020809999513793403,2675,21.9
4119,22.7,23.3,3284,0.06027397260273973,-0.01894258533899788,2680,23.0
4121,23.9,24.4,120,0.06027397260273973,-0.01707865190093521,2685,24.15
4123,25.1,25.6,1677,0.06027397260273973,-0.015218186248015509,2690,25.35
4125,26.3,26.9,2851,0.06027397260273973,-0.0133611755008028,2695,26.6
4127,27.7,28.3,6341,0.06027397260273973,-0.011507606851479802,2700,28.0
4129,29.1,29.7,194,0.06027397260273973,-0.009657467563318376,2705,29.4
4131,30.7,31.3,887,0.06027397260273973,-0.007810744970153717,2710,31.0
4133,32.3,33.0,12897,0.06027397260273973,-0.005967426475864516,2715,32.65
4135,34.1,34.8,248,0.06027397260273973,-0.004127499553857244,2720,34.45
4137,35.9,36.7,5907,0.06027397260273973,-0.0022909517465558244,2725,36.3
4139,37.9,38.7,1241,0.06027397260273973,-0.00045777066489488533,2730,38.3
4141,39.9,40.9,522,0.06027397260273973,0.0013720560121813611,2735,40.4
4143,42.1,43.1,112,0.06027397260273973,0.003198540538215551,2740,42.6
4145,44.5,45.5,303,0.06027397260273973,0.005021695099730731,2745,45.0
4147,47.0,48.1,7234,0.06027397260273973,0.006841531816716784,2750,47.55
4149,49.6,50.8,1181,0.06027397260273973,0.008658062743114531,2755,50.2
4151,52.3,53.7,601,0.06027397260273973,0.010471299867295437,2760,53.0
4153,55.2,56.5,80,0.06027397260273973,0.012281255112534788,2765,55.85
4155,58.2,59.7,170,0.06027397260273973,0.01408794033748388,2770,58.95
4157,61.4,63.0,1979,0.06027397260273973,0.01589136733663466,2775,62.2
4159,64.7,66.3,203,0.06027397260273973,0.01769154784078239,2780,65.5
4161,68.2,69.8,221,0.06027397260273973,0.019488493517484117,2785,69.0
4163,71.8,73.5,182,0.06027397260273973,0.021282215971511115,2790,72.65
4165,75.6,77.2,210,0.06027397260273973,0.023072726745299203,2795,76.4
4167,79.4,81.1,1817,0.06027397260273973,0.02486003731939504,2800,80.25
4169,83.4,85.1,151,0.06027397260273973,0.026644159112896304,2805,84.25
4171,87.2,89.0,140,0.06027397260273973,0.028425103483891143,2810,88.1
4173,91.6,93.4,125,0.06027397260273973,0.03020288172989053,2815,92.5
4175,95.8,97.6,395,0.06027397260273973,0.03197750508825891,2820,96.69999999999999
4177,99.8,102.2,2242,0.06027397260273973,0.033748984736641036,2825,101.0
4179,104.3,106.8,305,0.06027397260273973,0.03551733179338311,2830,105.55
4181,108.6,111.1,112,0.06027397260273973,0.03728255731795211,2835,109.85
4183,113.2,115.8,190,0.06027397260273973,0.03904467231135147,2840,114.5
4185,117.6,120.2,71,0.06027397260273973,0.04080368771653112,2845,118.9
4187,122.0,124.7,692,0.06027397260273973,0.0425596144187959,2850,123.35
4189,126.9,129.6,205,0.06027397260273973,0.04431246324621036,2855,128.25
4191,131.4,134.2,314,0.06027397260273973,0.04606224496999791,2860,132.8
4193,136.1,138.9,38,0.06027397260273973,0.047808970304939656,2865,137.5
4195,140.8,143.6,117,0.06027397260273973,0.049552649909766586,2870,142.2
4197,145.5,148.3,48,0.06027397260273973,0.05129329438755048,2875,146.9
4199,150.2,153.1,112,0.06027397260273973,0.05303091428609136,2880,151.64999999999998
4201,155.0,157.9,38,0.06027397260273973,0.054765520098299755,2885,156.45
4203,159.9,162.7,20,0.06027397260273973,0.05649712226257753,2890,161.3
4205,164.7,167.6,30,0.06027397260273973,0.058225731163195384,2895,166.14999999999998
4207,169.6,172.5,45,0.06027397260273973,0.05995135713066503,2900,171.05
4209,174.0,176.9,18,0.06027397260273973,0.061674010442111314,2905,175.45
4211,174.8,187.1,0,0.06027397260273973,0.06339370132163799,2910,180.95
4213,179.7,192.0,34,0.06027397260273973,0.06511043994069242,2915,185.85
4215,184.6,196.7,0,0.06027397260273973,0.06682423641842718,2920,190.64999999999998
4217,189.5,202.4,4,0.06027397260273973,0.06853510082205669,2925,195.95
4219,193.6,206.7,0,0.06027397260273973,0.07024304316721268,2930,200.14999999999998
4221,199.8,211.6,0,0.06027397260273973,0.0719480734182966,2935,205.7
4223,203.5,217.2,0,0.06027397260273973,0.07365020148882694,2940,210.35
4225,208.6,220.5,0,0.06027397260273973,0.07534943724178679,2945,214.55
4227,213.4,227.0,0,0.06027397260273973,0.0770457904899653,2950,220.2
4229,218.6,232.0,0,0.06027397260273973,0.07873927099629824,2955,225.3
4231,223.3,236.5,0,0.06027397260273973,0.08042988847420579,2960,229.9
4233,228.5,241.0,0,0.06027397260273973,0.08211765258792564,2965,234.75
4235,233.2,246.2,0,0.06027397260273973,0.08380257295284499,2970,239.7
4237,238.1,250.2,0,0.06027397260273973,0.0854846591358299,2975,244.14999999999998
4239,242.0,259.3,0,0.06027397260273973,0.08716392065554977,2980,250.65
4241,247.2,264.5,12,0.06027397260273973,0.08884036698280218,2985,255.85
4243,252.2,269.2,0,0.06027397260273973,0.0905140075408319,2990,260.7
4245,256.9,274.8,0,0.06027397260273973,0.09218485170564938,2995,265.85
4247,262.1,279.2,0,0.06027397260273973,0.09385290880634647,3000,270.65
4249,271.8,289.1,0,0.06027397260273973,0.09718069889902109,3010,280.45000000000005
4251,282.0,299.0,0,0.06027397260273973,0.10049745152501495,3020,290.5
4253,286.7,304.0,0,0.06027397260273973,0.10215171162104154,3025,295.35
4255,311.6,328.9,0,0.06027397260273973,0.11038221075755698,3050,320.25
4257,336.7,353.8,0,0.06027397260273973,0.1185455213967179,3075,345.25
4259,361.6,378.7,0,0.06027397260273973,0.12664273162933723,3100,370.15
4261,411.4,428.5,0,0.06027397260273973,0.14264307297577852,3150,419.95
4263,461.3,478.4,0,0.06027397260273973,0.15839142994391764,3200,469.85
4265,511.2,528.3,0,0.06027397260273973,0.17389561647988283,3250,519.75
4267,561.1,578.2,0,0.06027397260273973,0.1891630886106714,3300,569.6500000000001
4269,666.2,678.3,0,0.06027397260273973,0.21901605176035246,3400,672.25
4271,0.3,0.45,0,0.0684931506849315,-0.47413112879959285,1700,0.375
4273,0.45,0.6,0,0.0684931506849315,-0.4169727149596442,1800,0.525
4275,0.5,0.65,50,0.0684931506849315,-0.38957374077152973,1850,0.575
4277,0.6,0.8,15,0.0684931506849315,-0.3629054936893685,1900,0.7
